engine,tier,prompt_idx,ttft_ms,tpot_ms,e2e_ms,per_token_ms,tokens_per_sec,requests_per_sec,peak_vram_mb,acceptance_rate,status
fp16,short,0,135.04024408757687,26.572023575403254,1437.0693992823362,"[102.76946425437927, 24.848535656929016, 24.244075641036034, 26.313619688153267, 24.763837456703186, 24.510858580470085, 23.92490766942501, 24.040570482611656, 25.764241814613342, 28.243476524949074, 27.926331385970116, 50.80342851579189, 24.005485698580742, 23.745354264974594, 23.95682781934738, 24.172721430659294, 24.34806153178215, 23.88796955347061, 24.068227037787437, 23.966863751411438, 24.840183556079865, 24.07221496105194, 23.91207404434681, 23.95045757293701, 24.757027626037598, 24.51515384018421, 24.392733350396156, 24.355340749025345, 25.261051952838898, 24.283241480588913, 23.934349417686462, 23.925501853227615, 24.162491783499718, 23.860925808548927, 23.657148703932762, 23.85067194700241, 23.885095492005348, 24.591773748397827, 23.85866641998291, 23.873433470726013, 23.866111412644386, 24.868492037057877, 23.892788216471672, 23.848101496696472, 23.938825353980064, 24.3461262434721, 24.443689733743668, 24.09873530268669, 24.481888860464096]",34.79303088978841,,4705.7353515625,,SUCCESS
fp16,short,1,24.616984650492668,24.330415857993827,1216.8073616921902,"[25.26547946035862, 24.450423195958138, 24.357870221138, 24.03891086578369, 24.15645122528076, 24.94453638792038, 24.212433025240898, 24.783926084637642, 24.514609947800636, 24.279791861772537, 23.556260392069817, 23.727459833025932, 23.62827956676483, 23.487675935029984, 23.75219576060772, 23.339465260505676, 23.861583322286606, 24.22417886555195, 24.36068095266819, 25.266019627451897, 24.266444146633148, 24.102937430143356, 24.14880506694317, 24.279717355966568, 24.241723120212555, 24.020196869969368, 23.960372433066368, 24.573003873229027, 24.998512119054794, 24.735569953918457, 24.16268177330494, 24.223264306783676, 24.572348222136497, 24.889644235372543, 24.62085895240307, 24.450456723570824, 24.21884983778, 24.627145379781723, 24.48580041527748, 24.196751415729523, 24.24539625644684, 24.306252598762512, 24.30257573723793, 24.899564683437347, 24.82195571064949, 24.519920349121094, 24.251846596598625, 24.344561621546745, 24.51498806476593]",41.091138642082164,,4705.73828125,,SUCCESS
fp16,short,2,25.16646310687065,24.316227861813136,1216.6616283357143,"[25.289839133620262, 24.89108219742775, 24.777093902230263, 24.460382759571075, 24.424515664577484, 24.49914813041687, 24.285390973091125, 24.20559525489807, 24.056479334831238, 24.658460170030594, 24.300478398799896, 24.570558220148087, 24.34767037630081, 25.399472564458847, 24.290915578603745, 24.136973544955254, 23.756766691803932, 23.715373128652573, 24.428702890872955, 23.748615756630898, 23.68561364710331, 23.697441443800926, 23.691490292549133, 24.29579570889473, 23.793697357177734, 23.76611717045307, 23.723838850855827, 23.83306995034218, 23.97053688764572, 24.072591215372086, 23.83667603135109, 23.899191990494728, 24.180708453059196, 24.679800495505333, 23.94072711467743, 23.986032232642174, 24.16929043829441, 25.081293657422066, 24.7407965362072, 24.4190264493227, 24.477876722812653, 24.227047339081764, 24.493372067809105, 24.746019393205643, 24.71708692610264, 24.440566077828407, 24.29394982755184, 24.33396503329277, 26.058031246066093]",41.09606059360612,,4705.73828125,,SUCCESS
fp16,medium,0,100.91165639460087,25.295268364098607,1340.3798062354326,"[38.72648626565933, 24.79352243244648, 24.48265068233013, 24.699419736862183, 24.37753602862358, 25.357268750667572, 25.664271786808968, 24.67845007777214, 24.661028757691383, 25.38296952843666, 25.240737944841385, 27.786988765001297, 25.214703753590584, 25.208156555891037, 25.3163930028677, 26.027079671621323, 24.700431153178215, 24.770524352788925, 24.774935096502304, 24.716408923268318, 25.026533752679825, 25.06157010793686, 24.676354601979256, 24.938784539699554, 25.095561519265175, 26.358922943472862, 25.854680687189102, 24.842653423547745, 24.666067212820053, 24.663295596837997, 24.81042966246605, 26.13743767142296, 24.80068802833557, 23.96957203745842, 24.080904200673103, 24.901704862713814, 24.795955047011375, 26.0198712348938, 25.600293651223183, 25.146303698420525, 24.710897356271744, 24.581272155046463, 25.228513404726982, 25.11107176542282, 24.761885404586792, 24.77213926613331, 24.422379210591316, 23.732678964734077, 24.11976456642151]",37.3028598068999,,4992.5263671875,,SUCCESS
fp16,medium,1,28.423212468624115,24.787621572613716,1243.0166695266962,"[109.17889699339867, 25.275016203522682, 27.636392042040825, 29.51030805706978, 24.192331358790398, 24.873072281479836, 46.23950459063053, 22.323932498693466, 22.152187302708626, 22.15205878019333, 22.216426208615303, 22.124603390693665, 22.861210629343987, 22.18765765428543, 22.10172824561596, 22.199274972081184, 22.144921123981476, 22.101707756519318, 22.110216319561005, 22.08145521581173, 22.035665810108185, 21.9968743622303, 21.94458246231079, 21.9337847083807, 21.92920073866844, 21.91833220422268, 21.923551335930824, 21.926358342170715, 21.966777741909027, 21.99029177427292, 22.08053693175316, 22.020528092980385, 22.017695009708405, 22.13861234486103, 22.089526057243347, 22.11795374751091, 22.07517810165882, 22.079089656472206, 22.11463637650013, 22.146232426166534, 22.09595777094364, 22.091317921876907, 22.093525156378746, 22.030958905816078, 21.93346433341503, 21.99610508978367, 22.08615094423294, 22.08581194281578, 22.071855142712593]",40.22472202165922,,4992.5400390625,,SUCCESS
fp16,medium,2,22.69381657242775,23.963468111291224,1196.9037540256977,"[112.20967024564743, 22.00433425605297, 22.183861583471298, 22.139497101306915, 22.1865214407444, 22.035280242562294, 22.163759917020798, 22.044043987989426, 22.113703191280365, 22.30210416018963, 22.226663306355476, 22.11614139378071, 22.1567340195179, 22.14624546468258, 22.11535908281803, 22.151093930006027, 22.104468196630478, 22.014470770955086, 22.068500518798828, 22.066909819841385, 22.069230675697327, 22.099299356341362, 22.135669365525246, 22.067366167902946, 22.079339250922203, 22.042669355869293, 22.153038531541824, 22.092552855610847, 22.07856811583042, 21.994417533278465, 22.047273814678192, 22.032352164387703, 22.068098187446594, 22.056782618165016, 22.111015394330025, 22.004304453730583, 22.070694714784622, 22.178340703248978, 22.196726873517036, 22.194594144821167, 22.238006815314293, 22.108547389507294, 22.15662971138954, 22.156797349452972, 22.174349054694176, 22.16341346502304, 22.132694721221924, 22.012965753674507, 22.744836285710335]",41.77445331909828,,4992.5400390625,,SUCCESS
fp16,long,0,89.25278298556805,29.597781674594295,1539.5440850406885,"[388.1807681173086, 22.164998576045036, 22.279510274529457, 22.151503711938858, 22.150510922074318, 22.097181528806686, 22.026030346751213, 22.061357274651527, 22.029243409633636, 22.181371226906776, 22.264989092946053, 22.102104499936104, 21.990668028593063, 22.131549194455147, 22.275017574429512, 22.139783948659897, 22.405650466680527, 22.12410606443882, 22.167988121509552, 22.10019901394844, 22.180190309882164, 22.1924539655447, 22.164219990372658, 22.28444255888462, 22.491857409477234, 22.1437718719244, 22.035209462046623, 22.151019424200058, 22.025257349014282, 22.11509831249714, 22.114403545856476, 22.083595395088196, 22.208884358406067, 22.08748832345009, 21.989768370985985, 22.03921601176262, 22.03853242099285, 22.196713835000992, 22.00830541551113, 22.02708087861538, 22.03775942325592, 22.045297548174858, 22.02136628329754, 21.997597068548203, 22.0565777271986, 22.090762853622437, 22.1576988697052, 22.17082865536213, 22.111373022198677]",32.477147283949684,,5978.8134765625,,SUCCESS
fp16,long,1,89.22514133155346,29.65174470933116,1542.1606320887804,"[389.36569169163704, 22.07484282553196, 22.273385897278786, 22.164395079016685, 22.266175597906113, 22.228876128792763, 22.301731631159782, 22.124476730823517, 22.19599485397339, 22.159401327371597, 22.20982313156128, 22.181527689099312, 22.12897315621376, 22.111358121037483, 22.05926552414894, 22.09405228495598, 22.110426798462868, 22.243889048695564, 22.192632779479027, 22.16273918747902, 22.16026559472084, 22.152721881866455, 22.194156423211098, 22.217731922864914, 22.19085395336151, 22.132350131869316, 22.191515192389488, 22.10984006524086, 22.122900933027267, 22.132040932774544, 22.137736901640892, 22.134795784950256, 22.160977125167847, 22.06376940011978, 22.059911862015724, 22.039566189050674, 22.174004465341568, 22.166365757584572, 22.16613106429577, 22.089317440986633, 22.18891866505146, 22.198140621185303, 22.148270159959793, 22.119687870144844, 22.161969915032387, 22.133274003863335, 22.187968716025352, 22.208668291568756, 22.14198000729084]",32.422044085172544,,5978.8603515625,,SUCCESS
fp16,long,2,89.23857472836971,29.429809399405304,1531.2992352992296,"[383.2263257354498, 22.200599312782288, 22.17293716967106, 22.085443139076233, 22.1418347209692, 22.070299834012985, 22.018102928996086, 21.983085200190544, 22.025547921657562, 21.97461389005184, 22.00394682586193, 22.04924076795578, 22.06999808549881, 22.108372300863266, 22.115541622042656, 22.11538888514042, 22.118903696537018, 22.127656266093254, 22.114088758826256, 22.148195654153824, 22.088175639510155, 22.07215502858162, 22.134646773338318, 22.22548983991146, 22.05977402627468, 21.984253078699112, 21.93276397883892, 21.994980052113533, 21.991314366459846, 21.988309919834137, 21.99084870517254, 22.07842282950878, 22.074060514569283, 22.076144814491272, 22.06701785326004, 21.972842514514923, 21.957730874419212, 22.01780304312706, 22.126581519842148, 22.121597081422806, 22.126786410808563, 22.04391174018383, 21.925421431660652, 21.954162046313286, 21.99043519794941, 22.004758939146996, 22.022904828190804, 22.07113243639469, 22.096112370491028]",32.65201134266194,,5978.8603515625,,SUCCESS
int8,short,0,353.34556363523006,108.76922438643416,5683.037558570504,"[215.91339074075222, 106.717424467206, 109.93255116045475, 106.70892521739006, 105.70799186825752, 106.96985013782978, 107.03973658382893, 107.06631280481815, 108.23353193700314, 109.10183936357498, 108.02828520536423, 106.8182922899723, 107.17719420790672, 107.915373519063, 107.34670236706734, 108.35503786802292, 108.00093039870262, 105.9128399938345, 107.38602466881275, 107.61634446680546, 106.25029541552067, 106.68215714395046, 107.05616883933544, 107.91601985692978, 103.29295136034489, 104.78493012487888, 105.83373717963696, 108.72764326632023, 105.3191740065813, 108.08181390166283, 102.89369709789753, 106.16874322295189, 104.6739723533392, 104.60090823471546, 106.41448386013508, 106.46175406873226, 108.31758752465248, 107.49839432537556, 102.40708291530609, 106.91408067941666, 104.26180809736252, 103.51642593741417, 104.18372973799706, 107.28231072425842, 107.79156908392906, 108.3857361227274, 108.96861553192139, 102.31496393680573, 104.74266111850739]",8.798111834505782,,4706.43310546875,,SUCCESS
