engine,tier,prompt_idx,ttft_ms,tpot_ms,e2e_ms,per_token_ms,tokens_per_sec,requests_per_sec,peak_vram_mb,status
from_scratch_contig,short,0,269.9331268668175,24.690042610983458,1479.745214805007,"[36.534909158945084, 23.118680343031883, 24.17437545955181, 22.96186238527298, 23.77454563975334, 22.99186959862709, 23.690877482295036, 23.28048087656498, 23.64102005958557, 23.57606031000614, 22.89794199168682, 24.684470146894455, 22.93176017701626, 23.64891581237316, 22.91984111070633, 26.136457920074463, 23.375200107693672, 24.086864665150642, 23.353489115834236, 22.756382822990417, 25.575339794158936, 22.7220356464386, 25.405988097190857, 23.169590160250664, 24.08713474869728, 23.170556873083115, 22.74969592690468, 23.727258667349815, 23.093657568097115, 24.53850582242012, 24.388527497649193, 23.11573177576065, 24.91643652319908, 22.992974147200584, 23.922886699438095, 22.932274267077446, 24.2944173514843, 23.538224399089813, 27.541352435946465, 22.933319211006165, 27.32555940747261, 29.27926555275917, 27.95178070664406, 46.51566967368126, 23.097140714526176, 22.908136248588562, 23.247400298714638, 23.077907040715218, 23.05731549859047]",33.789600736494855,,1919.4443359375,SUCCESS
from_scratch_contig,short,1,24.7796680778265,22.93593060149222,1148.6402675509453,"[22.990772500634193, 23.01335521042347, 23.163944482803345, 23.025253787636757, 22.984018549323082, 22.922761738300323, 23.272477090358734, 22.928977385163307, 23.016467690467834, 22.98743836581707, 22.90165238082409, 22.81288430094719, 22.75995910167694, 23.172780871391296, 22.831331938505173, 22.754456847906113, 22.736355662345886, 22.85807952284813, 22.712672129273415, 22.693753242492676, 22.744011133909225, 22.71086722612381, 22.730477154254913, 22.66809530556202, 22.791093215346336, 23.027243092656136, 22.92862720787525, 22.464392706751823, 22.482143715023994, 22.853383794426918, 23.196939378976822, 22.909853607416153, 23.008286952972412, 22.88992516696453, 22.92443998157978, 22.96105958521366, 22.906562313437462, 22.926347330212593, 22.93093502521515, 22.946931421756744, 23.07574637234211, 22.964389994740486, 22.957758978009224, 23.187221959233284, 23.348772898316383, 23.348718881607056, 23.13961647450924, 23.126358166337013, 23.17100763320923]",43.52972937872593,,1919.447265625,SUCCESS
from_scratch_contig,short,2,24.945365265011787,23.051562852093152,1154.4719450175762,"[23.05961400270462, 22.983238101005554, 22.948242723941803, 22.90724776685238, 22.93972298502922, 22.882290184497833, 23.032963275909424, 22.909753024578094, 23.123737424612045, 22.95686863362789, 23.043259978294373, 22.867124527692795, 22.6763766258955, 22.52557873725891, 22.77098037302494, 22.933728992938995, 23.15620332956314, 22.89286069571972, 22.949667647480965, 22.95602858066559, 23.04280549287796, 23.347293958067894, 23.27161654829979, 23.47753196954727, 23.43546785414219, 23.40632863342762, 23.12534861266613, 23.066073656082153, 23.006828501820564, 23.062152788043022, 23.123743012547493, 23.114312440156937, 23.089367896318436, 22.922568023204803, 23.027928546071053, 22.95343205332756, 23.01328256726265, 23.106859996914864, 23.044349625706673, 22.99807220697403, 23.10415171086788, 23.084983229637146, 23.096000775694847, 23.472821339964867, 23.068781942129135, 23.193510249257088, 23.16853776574135, 23.187443614006042, 22.99949713051319]",43.30984413764925,,1919.447265625,SUCCESS
from_scratch_contig,medium,0,28.647946193814278,23.64184749217666,1187.0984733104706,"[48.79100061953068, 23.23286421597004, 23.060742765665054, 23.068081587553024, 23.034824058413506, 23.058434948325157, 23.18844385445118, 23.24850857257843, 23.090476170182228, 23.061010986566544, 23.15472811460495, 23.211468011140823, 23.24615977704525, 23.197079077363014, 23.239945992827415, 23.221036419272423, 23.17407727241516, 23.091942071914673, 23.09807576239109, 23.11764471232891, 23.161789402365685, 23.063762113451958, 23.03054742515087, 23.13671074807644, 23.037681356072426, 22.987764328718185, 22.949591279029846, 22.91269600391388, 23.004697635769844, 23.45101162791252, 23.418450728058815, 23.152586072683334, 23.181507363915443, 23.246943950653076, 23.3296025544405, 23.1863334774971, 22.9751318693161, 23.006776347756386, 23.108920082449913, 23.034442216157913, 22.977296262979507, 22.92172983288765, 23.010628297924995, 23.064151406288147, 23.058030754327774, 22.944975644350052, 23.350240662693977, 23.182671517133713, 22.9773111641407]",42.11950493084589,,2031.2197265625,SUCCESS
from_scratch_contig,medium,1,25.735240429639816,23.49950072868746,1177.2107761353254,"[49.748411402106285, 22.912967950105667, 23.081324994564056, 22.991735488176346, 22.91552908718586, 22.993791848421097, 22.91787974536419, 22.91305549442768, 23.30997586250305, 22.771360352635384, 22.820811718702316, 22.75107614696026, 22.9702927172184, 22.76601269841194, 22.73724600672722, 22.784922271966934, 22.9414664208889, 23.00252765417099, 22.8443443775177, 22.841395810246468, 22.905588150024414, 22.939352318644524, 22.96493574976921, 23.03231880068779, 23.161176592111588, 23.119324818253517, 23.090636357665062, 22.91150391101837, 22.943779826164246, 22.944655269384384, 23.037845268845558, 23.115307092666626, 22.96270616352558, 22.985758259892464, 22.98467978835106, 22.985847666859627, 22.827129811048508, 22.97165058553219, 23.12861569225788, 23.064298555254936, 22.969797253608704, 22.81745709478855, 23.052174597978592, 22.805437445640564, 23.09267967939377, 22.929903119802475, 22.931380197405815, 22.990623489022255, 22.792844101786613]",42.47327752481624,,2031.2333984375,SUCCESS
from_scratch_contig,medium,2,25.6264079362154,23.570617812932753,1180.5866807699203,"[50.2123087644577, 22.910207509994507, 22.87430875003338, 22.93523959815502, 22.860784083604813, 22.91884832084179, 22.937379777431488, 22.99586683511734, 23.107703775167465, 23.171519860625267, 23.26904609799385, 22.985737770795822, 23.0088010430336, 22.97055535018444, 22.938836365938187, 23.26429821550846, 23.018784821033478, 22.978976368904114, 23.014886304736137, 22.938251495361328, 22.90198765695095, 22.945547476410866, 22.99281768500805, 23.118898272514343, 23.189663887023926, 22.9375921189785, 23.107584565877914, 23.041920736432076, 22.963842377066612, 23.017745465040207, 23.01863208413124, 23.030195385217667, 22.982552647590637, 23.028982803225517, 23.057561367750168, 23.006988689303398, 23.001106455922127, 23.0086836963892, 22.999750450253487, 22.95360155403614, 23.083442822098732, 22.898303344845772, 22.963108494877815, 23.10345508158207, 23.211762309074402, 22.933674976229668, 23.044681176543236, 23.070769384503365, 23.033078759908676]",42.35182457538185,,2031.2333984375,SUCCESS
from_scratch_contig,long,0,139.78418707847595,29.722876998842978,1596.205160021782,"[343.84163841605186, 23.342695087194443, 23.2120119035244, 23.33914488554001, 23.249978199601173, 23.22637289762497, 23.201370611786842, 23.180197924375534, 23.164957761764526, 23.315422236919403, 23.201406002044678, 23.381225764751434, 23.15157651901245, 23.005856201052666, 22.886833176016808, 23.09073507785797, 23.055246099829674, 23.276979103684425, 23.21525663137436, 23.27096462249756, 23.120597004890442, 23.113135248422623, 23.044761270284653, 23.220056667923927, 22.968562319874763, 23.04486185312271, 23.001262918114662, 23.254554718732834, 22.98913337290287, 22.79093489050865, 23.07938039302826, 23.254990577697754, 23.03883619606495, 23.172972723841667, 22.81947247684002, 22.99373596906662, 23.09381403028965, 23.132052272558212, 23.20101112127304, 23.403771221637726, 23.481296375393867, 23.421451449394226, 23.383911699056625, 23.441242054104805, 23.30128103494644, 23.277532309293747, 23.30613136291504, 23.28682132065296, 23.173538967967033]",31.324294177396155,,3079.5068359375,SUCCESS
from_scratch_contig,long,1,139.5667176693678,28.932637440002694,1557.2659522294998,"[342.91190654039383, 22.48370461165905, 22.36122451722622, 22.38333784043789, 22.312453016638756, 22.416217252612114, 22.347358986735344, 22.402141243219376, 22.340593859553337, 22.403573617339134, 22.330181673169136, 22.415146231651306, 22.412167862057686, 22.382810711860657, 22.32031524181366, 22.395677864551544, 22.320495918393135, 22.36567623913288, 22.384703159332275, 22.458484396338463, 22.39096909761429, 22.453127428889275, 22.33751304447651, 22.456523030996323, 22.349055856466293, 22.355180233716965, 22.380851209163666, 22.405456751585007, 22.39483967423439, 22.3915446549654, 22.337360307574272, 22.393930703401566, 22.42116816341877, 22.38929271697998, 22.36599288880825, 22.408556193113327, 22.52514660358429, 22.53636159002781, 22.454870864748955, 22.446859627962112, 22.350572049617767, 22.323692217469215, 22.39157073199749, 22.407373413443565, 22.34066277742386, 22.435439750552177, 22.326434031128883, 22.470014169812202, 22.310703992843628]",32.10755358030927,,3079.5537109375,SUCCESS
from_scratch_contig,long,2,139.5403165370226,28.847729635177828,1553.079068660736,"[339.5907040685415, 22.38893136382103, 22.320032119750977, 22.354863584041595, 22.300129756331444, 22.390490397810936, 22.32826128602028, 22.365370765328407, 22.322287783026695, 22.384798154234886, 22.371070459485054, 22.35615812242031, 22.493397817015648, 22.3308764398098, 22.318802773952484, 22.442985326051712, 22.340532392263412, 22.38881029188633, 22.359127178788185, 22.35596254467964, 22.35991135239601, 22.417841479182243, 22.494766861200333, 22.412432357668877, 22.36836776137352, 22.392936050891876, 22.32855185866356, 22.419819608330727, 22.30532467365265, 22.32070453464985, 22.44313806295395, 22.420065477490425, 22.37190678715706, 22.383691743016243, 22.36596867442131, 22.37999625504017, 22.385232150554657, 22.367792204022408, 22.396687418222427, 22.413678467273712, 22.36807718873024, 22.38580957055092, 22.32580818235874, 22.33956567943096, 22.33612909913063, 22.33971655368805, 22.358955815434456, 22.424643859267235, 22.407639771699905]",32.19411104620476,,3079.5537109375,SUCCESS
from_scratch_paged,short,0,35.00261716544628,24.875018593608118,1253.878528252244,"[24.759426712989807, 24.752724915742874, 24.82583373785019, 24.795018136501312, 24.771733209490776, 25.07871575653553, 24.757158011198044, 24.76206049323082, 24.75995011627674, 24.732261896133423, 24.799467995762825, 24.72890168428421, 24.876872077584267, 24.796394631266594, 24.837201461195946, 24.666596204042435, 24.817807599902153, 24.805663153529167, 24.828460067510605, 24.874834343791008, 24.837782606482506, 24.84631910920143, 24.840304628014565, 24.882471188902855, 24.86574463546276, 24.93160404264927, 24.843033403158188, 24.91019293665886, 24.839844554662704, 24.85129050910473, 24.84743855893612, 24.807704612612724, 25.092845782637596, 24.937845766544342, 24.98188428580761, 24.95405077934265, 24.988969787955284, 24.998823180794716, 25.05866438150406, 24.95272271335125, 24.934200569987297, 24.931220337748528, 24.91580694913864, 24.909837171435356, 25.102252140641212, 24.955371394753456, 24.94673989713192, 24.845516309142113, 25.038346648216248]",39.87627100505022,,2026.703125,SUCCESS
from_scratch_paged,short,1,34.8211620002985,24.89984046895893,1254.9133449792862,"[24.77903664112091, 24.764105677604675, 24.760739877820015, 24.81228858232498, 24.795979261398315, 24.76600371301174, 24.894000962376595, 24.904198944568634, 24.850377812981606, 24.849560111761093, 24.87756311893463, 24.84968863427639, 24.79041926562786, 24.780459702014923, 24.868618696928024, 24.767007678747177, 24.967774748802185, 24.92387220263481, 24.89791065454483, 24.870116263628006, 24.788260459899902, 24.856531992554665, 24.940751492977142, 24.863792583346367, 24.859031662344933, 24.919772520661354, 24.8815156519413, 25.100739672780037, 24.890372529625893, 24.97008442878723, 24.91692081093788, 24.816110730171204, 24.983257055282593, 24.980666115880013, 25.07767640054226, 25.066880509257317, 24.93572048842907, 24.90655519068241, 24.979235604405403, 24.94831569492817, 24.958448484539986, 24.966556578874588, 24.995284155011177, 24.983594194054604, 24.968421086668968, 24.86591599881649, 25.00145696103573, 24.90910328924656, 24.991488084197044]",39.843388549529934,,2075.455078125,SUCCESS
from_scratch_paged,short,2,34.85265001654625,24.814102684660835,1250.743681564927,"[24.77746643126011, 24.646474048495293, 24.863211438059807, 24.698635563254356, 24.687156081199646, 24.62989278137684, 24.705875664949417, 24.755066260695457, 24.735312908887863, 24.765072390437126, 24.787981063127518, 24.753643199801445, 24.81299825012684, 24.705709889531136, 24.753043428063393, 24.646135047078133, 24.823345243930817, 24.783888831734657, 24.85739067196846, 24.75416101515293, 24.84554424881935, 24.86393414437771, 24.82771687209606, 24.81704205274582, 24.818170815706253, 24.894926697015762, 24.84121173620224, 24.78262223303318, 24.85898695886135, 24.81088414788246, 24.78020265698433, 24.674296379089355, 24.884965270757675, 24.928174912929535, 24.88030306994915, 24.836333468556404, 24.823300540447235, 24.84249882400036, 24.82018992304802, 24.915629997849464, 24.901635944843292, 24.913223460316658, 24.837017059326172, 24.87044781446457, 24.998027831315994, 24.911314249038696, 24.91275779902935, 24.834057316184044, 25.02315491437912]",39.97621633989798,,2075.376953125,SUCCESS
from_scratch_paged,medium,0,88.75101618468761,29.22955839609613,1520.999377593398,"[30.537553131580353, 29.109803959727287, 29.081013053655624, 29.068686068058014, 29.082084074616432, 29.04956415295601, 29.028553515672684, 29.116690158843994, 29.164619743824005, 29.16162461042404, 29.167288914322853, 29.1715357452631, 29.109332710504532, 29.09013070166111, 29.064863920211792, 29.047658666968346, 29.133781790733337, 29.117217287421227, 29.251663014292717, 29.240526258945465, 29.194893315434456, 29.225042089819908, 29.25477735698223, 29.244640842080116, 29.143253341317177, 29.082033783197403, 29.11902219057083, 29.11316230893135, 29.188908636569977, 29.19662930071354, 29.256125912070274, 29.207512736320496, 29.267480596899986, 29.242901131510735, 29.20827828347683, 29.153143987059593, 29.213793575763702, 29.363585636019707, 29.301894828677177, 29.402758926153183, 29.34318408370018, 29.25543487071991, 29.24426831305027, 29.227543622255325, 29.29539792239666, 29.523761942982674, 29.352204874157906, 29.38785031437874, 29.444685205817223]",32.87312324815841,,2129.908203125,SUCCESS
