engine,tier,prompt_idx,ttft_ms,tpot_ms,e2e_ms,per_token_ms,tokens_per_sec,requests_per_sec,peak_vram_mb,acceptance_rate,status
spec_k2,short,1,31.217703595757484,60.02482422152344,2972.434090450406,"[113.38968388736248, 113.54849115014076, 0.04903040826320648, 83.93921703100204, 0.0496935099363327, 113.42000588774681, 113.79390023648739, 0.05014985799789429, 83.84758047759533, 0.04925951361656189, 83.95597152411938, 113.94933983683586, 114.03275653719902, 0.04982016980648041, 84.64684337377548, 0.05023553967475891, 84.1209888458252, 0.049155205488204956, 83.93171057105064, 0.04928186535835266, 84.00635607540607, 113.31205628812313, 0.05295500159263611, 83.63610878586769, 0.048916786909103394, 83.87616649270058, 0.0493805855512619, 83.91911536455154, 113.76960203051567, 0.048881396651268005, 84.64601822197437, 114.18117582798004, 0.049130991101264954, 84.32061225175858, 0.04903972148895264, 84.15148220956326, 0.0494346022605896, 114.09640312194824, 113.54437656700611, 113.74775506556034, 0.04979036748409271, 84.18158255517483, 113.82905766367912, 0.048803165555000305, 84.39264073967934, 0.04976801574230194, 84.79409478604794, 0.04922784864902496, 115.29333889484406]",16.821230842640354,,3928.2568359375,0.6,SUCCESS
spec_k2,short,2,31.415192410349846,62.9928103287001,3118.062898516655,"[113.18334937095642, 0.04957057535648346, 84.10705626010895, 0.048808753490448, 83.96013639867306, 113.4050041437149, 113.29150386154652, 113.29442262649536, 113.55024389922619, 0.04990026354789734, 83.82242172956467, 0.04890747368335724, 84.8722942173481, 0.050321221351623535, 84.32256430387497, 0.049835070967674255, 83.75560864806175, 0.049969181418418884, 83.82042311131954, 0.05301088094711304, 84.15720611810684, 113.42364177107811, 0.049209222197532654, 113.47266845405102, 113.97066153585911, 0.05031190812587738, 113.81781846284866, 0.04939548671245575, 83.7235152721405, 114.36614394187927, 0.049777328968048096, 113.93907852470875, 0.05016103386878967, 113.86066675186157, 0.04944950342178345, 84.05029214918613, 0.048819929361343384, 83.95207300782204, 0.048819929361343384, 113.71021345257759, 113.5607659816742, 113.34251798689365, 113.91272768378258, 0.048238784074783325, 114.79561775922775, 0.05184486508369446, 114.06274326145649, 0.049816444516181946, 114.19815756380558]",16.035596980351592,,3928.08203125,0.5166666666666667,SUCCESS
spec_k2,medium,0,74.96318966150284,81.78331174564605,4082.345465198159,"[219.02745217084885, 0.050943344831466675, 121.78795225918293, 151.59465372562408, 152.33867056667805, 0.04947185516357422, 122.23581410944462, 0.050438567996025085, 122.2907230257988, 0.048805028200149536, 152.07783319056034, 0.05016103386878967, 122.68401682376862, 152.87684090435505, 0.048590824007987976, 152.47121267020702, 0.04909932613372803, 122.84409254789352, 0.04900060594081879, 123.87202680110931, 0.04929676651954651, 123.43749217689037, 0.05009956657886505, 123.20039607584476, 153.81068363785744, 0.05043298006057739, 123.81835095584393, 0.048743560910224915, 153.4121111035347, 0.050572678446769714, 153.84753234684467, 0.05344673991203308, 155.10440431535244, 154.4806770980358, 0.0497475266456604, 124.64681267738342, 154.43295240402222, 0.050632283091545105, 154.5022837817669, 0.050224363803863525, 124.7400026768446, 0.049734488129615784, 155.1871094852686, 0.0496935099363327, 155.5238477885723, 0.050479546189308167, 125.23011118173599, 154.8569668084383, 0.049637630581855774]",12.247861046118736,,4135.845703125,0.6071428571428571,SUCCESS
spec_k2,medium,1,74.88374784588814,86.02862539035934,4290.2863919734955,"[211.338859051466, 0.04982203245162964, 119.38264407217503, 151.3920109719038, 0.04797801375389099, 122.21566401422024, 0.05005858838558197, 121.74504436552525, 0.049855560064315796, 122.36093543469906, 152.40094996988773, 0.04891492426395416, 152.27406471967697, 0.05012936890125275, 152.47124992311, 0.0494886189699173, 122.94461578130722, 0.049266964197158813, 152.96106413006783, 153.5459328442812, 0.04964694380760193, 123.21833334863186, 0.05265139043331146, 123.27037937939167, 153.24188768863678, 0.04881434142589569, 123.55479784309864, 0.048844143748283386, 123.68254363536835, 0.052230432629585266, 123.62175434827805, 154.09063547849655, 154.42737936973572, 0.04871562123298645, 154.4676087796688, 0.049559399485588074, 124.46052953600883, 0.04995986819267273, 124.57876093685627, 0.0497233122587204, 124.77404437959194, 155.00341914594173, 0.04966370761394501, 125.82006119191647, 155.1489531993866, 0.05282647907733917, 125.45441091060638, 155.23799322545528, 155.36796674132347]",11.654233641265245,,4135.859375,0.5833333333333334,SUCCESS
spec_k2,medium,2,74.86147060990334,84.74084446016623,4227.162849158049,"[211.4265337586403, 151.78807638585567, 0.04937313497066498, 121.92506529390812, 0.049695372581481934, 121.65612168610096, 151.82396955788136, 0.05229562520980835, 122.24370427429676, 0.050049275159835815, 122.17763066291809, 0.04921667277812958, 122.32323177158833, 0.048996880650520325, 122.95671924948692, 0.050144270062446594, 152.86283940076828, 0.050280243158340454, 153.16959284245968, 153.0388630926609, 0.04996359348297119, 123.2550647109747, 0.049501657485961914, 123.61745350062847, 0.049132853746414185, 123.72038885951042, 0.04928372800350189, 123.42628836631775, 0.049483031034469604, 154.59958277642727, 154.094148427248, 153.90904806554317, 154.04429845511913, 154.11734953522682, 0.04850514233112335, 154.56985495984554, 154.13264371454716, 0.04955194890499115, 124.87579323351383, 0.049756839871406555, 155.12758307158947, 0.050164759159088135, 125.17422623932362, 0.04889443516731262, 154.7735147178173, 155.12827225029469, 0.05074404180049896, 155.3477868437767, 0.05069933831691742]",11.828264437448588,,4135.859375,0.5689655172413793,SUCCESS
spec_k2,long,0,563.0690306425095,470.220861690385,23603.891253471375,"[1346.7101231217384, 0.050012022256851196, 812.5621229410172, 0.050477683544158936, 841.9513143599033, 0.049736350774765015, 813.4247567504644, 0.049306079745292664, 844.6137439459562, 0.04984624683856964, 814.0966724604368, 0.04984438419342041, 846.7599172145128, 0.04851445555686951, 816.6460730135441, 849.0369990468025, 0.05208514630794525, 817.0589152723551, 848.8223999738693, 0.04947558045387268, 848.4156653285027, 0.04941970109939575, 819.3836994469166, 852.1295636892319, 0.0495370477437973, 820.0218621641397, 0.04995614290237427, 820.9046106785536, 0.05304999649524689, 852.1457016468048, 0.049306079745292664, 825.0276073813438, 0.04940107464790344, 853.9485931396484, 0.049326568841934204, 824.7207198292017, 0.04937499761581421, 824.5858736336231, 0.0502951443195343, 825.9676173329353, 0.04937686026096344, 855.7182122021914, 0.05073845386505127, 826.8533032387495, 855.441140010953, 0.04965253174304962, 826.293807476759, 0.05027279257774353, 856.4822021871805]",2.118294795678937,,6187.423828125,0.6851851851851852,SUCCESS
spec_k2,long,1,552.4555630981922,503.1064909559732,25204.673619940877,"[1341.5377847850323, 0.04990771412849426, 811.9623269885778, 0.04873238503932953, 811.6542529314756, 844.1863860934973, 0.051509588956832886, 845.4436790198088, 843.33161637187, 846.0125084966421, 0.04892796277999878, 845.9990732371807, 0.05060248076915741, 848.0030447244644, 0.049797818064689636, 819.6028247475624, 0.05009397864341736, 818.3291498571634, 0.050244852900505066, 817.9372400045395, 0.04941597580909729, 818.869087845087, 0.04999525845050812, 821.9006694853306, 850.3747265785933, 851.0572947561741, 0.049566850066185, 821.4443940669298, 0.04988163709640503, 821.2287146598101, 0.052308663725852966, 824.0474089980125, 0.04952773451805115, 824.0294605493546, 0.04924647510051727, 824.0121193230152, 0.04892423748970032, 824.4691770523787, 855.2685100585222, 0.05017779767513275, 826.0527141392231, 855.6045200675726, 0.05012005567550659, 826.7658334225416, 0.048823654651641846, 826.4568913727999, 0.04938989877700806, 828.4653425216675, 857.1741096675396]",1.9837590739696032,,6188.46630859375,0.6551724137931034,SUCCESS
spec_k2,long,2,551.4040570706129,503.06721981994957,25201.697828248143,"[1341.0796225070953, 0.049464404582977295, 812.2046031057835, 843.0122788995504, 844.9583500623703, 0.04937127232551575, 813.7863781303167, 0.04951097071170807, 813.5960977524519, 845.8253517746925, 0.04961714148521423, 815.7858289778233, 0.05007907748222351, 817.4333423376083, 0.06564334034919739, 819.3198591470718, 0.04972144961357117, 818.2390443980694, 0.04922598600387573, 818.2214442640543, 0.04907883703708649, 818.4780161827803, 0.05252659320831299, 821.7563536018133, 849.8259074985981, 0.05034543573856354, 820.1350625604391, 0.04946812987327576, 850.6463170051575, 0.049620866775512695, 852.8532832860947, 855.2337735891342, 0.04911050200462341, 823.638467118144, 0.04946812987327576, 824.2789506912231, 854.5093052089214, 0.049093738198280334, 824.9687310308218, 856.3531637191772, 856.060465797782, 855.0851307809353, 0.04881061613559723, 826.3484761118889, 0.04918873310089111, 826.9293233752251, 0.04947558045387268, 828.7222236394882, 0.049797818064689636]",1.9839933142899553,,6186.53466796875,0.6551724137931034,SUCCESS
spec_k4,short,0,31.272804364562035,54.74132417264033,2713.5976888239384,"[162.5741794705391, 163.57648372650146, 161.79025545716286, 0.050123780965805054, 0.044615939259529114, 162.13801689445972, 0.04982016980648041, 0.04499219357967377, 0.04381127655506134, 131.75447657704353, 0.04955194890499115, 161.50523722171783, 0.050349161028862, 0.04484690725803375, 0.04438869655132294, 162.1190533041954, 163.10261003673077, 0.04917755722999573, 0.043880194425582886, 0.0423770397901535, 132.55375809967518, 161.79600171744823, 0.05011260509490967, 0.04511512815952301, 0.04396215081214905, 131.95998035371304, 161.6471540182829, 0.05173124372959137, 0.04437938332557678, 0.044308602809906006, 132.23884999752045, 0.05020946264266968, 161.8746481835842, 0.05050934851169586, 0.04539079964160919, 0.043973326683044434, 133.00365954637527, 0.04960969090461731, 0.044422224164009094, 0.04351511597633362, 132.33109191060066, 0.049268826842308044, 0.04390813410282135, 0.042904168367385864, 132.4923038482666, 0.04930049180984497, 0.04425458610057831, 0.04324130713939667, 132.42907263338566]",18.425723240378268,,3929.60400390625,0.5555555555555556,SUCCESS
spec_k4,short,1,31.257804483175278,62.778491336776284,3107.4038799852133,"[161.35617718100548, 165.73297418653965, 0.05260482430458069, 0.045394524931907654, 0.04428252577781677, 168.15693117678165, 162.41626255214214, 0.048859044909477234, 0.04381127655506134, 0.04361756145954132, 132.1426685899496, 161.984171718359, 162.10809722542763, 0.04918687045574188, 0.043977051973342896, 0.043254345655441284, 132.01198168098927, 0.0492241233587265, 0.0439714640378952, 0.04351884126663208, 132.27934390306473, 162.74860687553883, 0.04986114799976349, 0.04528462886810303, 0.04349648952484131, 132.6354593038559, 0.05023553967475891, 0.045146793127059937, 161.74371354281902, 0.04892796277999878, 0.04438124597072601, 162.00519166886806, 0.051043927669525146, 0.04501454532146454, 0.04440732300281525, 132.63589330017567, 0.049248337745666504, 162.0806995779276, 163.38384710252285, 162.657605484128, 0.05029141902923584, 0.044967979192733765, 162.2693333774805, 0.04960410296916962, 0.04478171467781067, 0.04351697862148285, 132.44307972490788, 0.05082041025161743, 162.00130432844162]",16.090602294104727,,3929.4296875,0.45,SUCCESS
